reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	type	genomic_info_id	file.file_id	instrument_model
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d02e1a4-c9b2-11ed-9f82-37136575f0f6	dg.4DFC/9d02e1a4-c9b2-11ed-9f82-37136575f0f6	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d032092-c9b2-11ed-baf6-e7c59c69096d	dg.4DFC/9d032092-c9b2-11ed-baf6-e7c59c69096d	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d036106-c9b2-11ed-b612-9bf6e0504df1	dg.4DFC/9d036106-c9b2-11ed-b612-9bf6e0504df1	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d03a184-c9b2-11ed-a244-df75fa52db9a	dg.4DFC/9d03a184-c9b2-11ed-a244-df75fa52db9a	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d03e09a-c9b2-11ed-af5d-4b4097706e69	dg.4DFC/9d03e09a-c9b2-11ed-af5d-4b4097706e69	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0420f0-c9b2-11ed-853c-9ff945b422a1	dg.4DFC/9d0420f0-c9b2-11ed-853c-9ff945b422a1	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d045f70-c9b2-11ed-b29a-9bea1ce7ab63	dg.4DFC/9d045f70-c9b2-11ed-b29a-9bea1ce7ab63	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d049e0e-c9b2-11ed-aa9c-b34740c77c6c	dg.4DFC/9d049e0e-c9b2-11ed-aa9c-b34740c77c6c	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d04e062-c9b2-11ed-9f6a-23f560eca2a5	dg.4DFC/9d04e062-c9b2-11ed-9f6a-23f560eca2a5	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d051f46-c9b2-11ed-9161-f3bf5935ddeb	dg.4DFC/9d051f46-c9b2-11ed-9161-f3bf5935ddeb	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d055fec-c9b2-11ed-b215-7b815ba52bce	dg.4DFC/9d055fec-c9b2-11ed-b215-7b815ba52bce	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d05a722-c9b2-11ed-a2ee-0fc096053f15	dg.4DFC/9d05a722-c9b2-11ed-a2ee-0fc096053f15	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d05e5f2-c9b2-11ed-aaab-83b3922c97a7	dg.4DFC/9d05e5f2-c9b2-11ed-aaab-83b3922c97a7	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d06280a-c9b2-11ed-81da-531ca2c70420	dg.4DFC/9d06280a-c9b2-11ed-81da-531ca2c70420	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0667de-c9b2-11ed-b238-479470898267	dg.4DFC/9d0667de-c9b2-11ed-b238-479470898267	Not specified in data
GRCh37-lite	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d06a834-c9b2-11ed-b4d7-f3642eb31d72	dg.4DFC/9d06a834-c9b2-11ed-b4d7-f3642eb31d72	Not specified in data
GRCh37-lite	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d06e768-c9b2-11ed-a0dc-db7223103342	dg.4DFC/9d06e768-c9b2-11ed-a0dc-db7223103342	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d072aac-c9b2-11ed-9766-2b7cfacb2c2d	dg.4DFC/9d072aac-c9b2-11ed-9766-2b7cfacb2c2d	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d076986-c9b2-11ed-b263-cf04889daa69	dg.4DFC/9d076986-c9b2-11ed-b263-cf04889daa69	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d07a824-c9b2-11ed-bc04-d750ef8fcc5c	dg.4DFC/9d07a824-c9b2-11ed-bc04-d750ef8fcc5c	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d07e7f8-c9b2-11ed-8d4d-8f5b038d05d0	dg.4DFC/9d07e7f8-c9b2-11ed-8d4d-8f5b038d05d0	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0827c2-c9b2-11ed-ac5c-37ab6c6b11ad	dg.4DFC/9d0827c2-c9b2-11ed-ac5c-37ab6c6b11ad	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d086afc-c9b2-11ed-b5ea-d36b22c628df	dg.4DFC/9d086afc-c9b2-11ed-b5ea-d36b22c628df	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d08aa12-c9b2-11ed-89bd-fbfbbbb5b8c5	dg.4DFC/9d08aa12-c9b2-11ed-89bd-fbfbbbb5b8c5	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d08e95a-c9b2-11ed-a7d4-875bb987e8c3	dg.4DFC/9d08e95a-c9b2-11ed-a7d4-875bb987e8c3	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d092a00-c9b2-11ed-91a4-4365958fce92	dg.4DFC/9d092a00-c9b2-11ed-91a4-4365958fce92	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d096902-c9b2-11ed-bfe6-13793aeadb3f	dg.4DFC/9d096902-c9b2-11ed-bfe6-13793aeadb3f	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d09ae6c-c9b2-11ed-aab7-437250957cc2	dg.4DFC/9d09ae6c-c9b2-11ed-aab7-437250957cc2	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d09efb2-c9b2-11ed-ab93-5fd1d22fbf0b	dg.4DFC/9d09efb2-c9b2-11ed-ab93-5fd1d22fbf0b	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0a2f86-c9b2-11ed-a1dd-9bd83fa6f1a2	dg.4DFC/9d0a2f86-c9b2-11ed-a1dd-9bd83fa6f1a2	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0a7248-c9b2-11ed-b54c-ebb0aecea06d	dg.4DFC/9d0a7248-c9b2-11ed-b54c-ebb0aecea06d	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0ab17c-c9b2-11ed-b149-87d4f0fa08b3	dg.4DFC/9d0ab17c-c9b2-11ed-b149-87d4f0fa08b3	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0af38a-c9b2-11ed-8b3a-6f2d780747be	dg.4DFC/9d0af38a-c9b2-11ed-8b3a-6f2d780747be	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0b32e6-c9b2-11ed-89ba-479dc80fd987	dg.4DFC/9d0b32e6-c9b2-11ed-89ba-479dc80fd987	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0b730a-c9b2-11ed-967e-4b3598df069e	dg.4DFC/9d0b730a-c9b2-11ed-967e-4b3598df069e	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0bb982-c9b2-11ed-9958-6374d87b5072	dg.4DFC/9d0bb982-c9b2-11ed-9958-6374d87b5072	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0bf910-c9b2-11ed-91de-7f89aa1fc51b	dg.4DFC/9d0bf910-c9b2-11ed-91de-7f89aa1fc51b	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0c3e7a-c9b2-11ed-9cab-7fff40554543	dg.4DFC/9d0c3e7a-c9b2-11ed-9cab-7fff40554543	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0c7d36-c9b2-11ed-b57f-0f672fcc7e97	dg.4DFC/9d0c7d36-c9b2-11ed-b57f-0f672fcc7e97	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0cbfc6-c9b2-11ed-9316-3701a74e4c12	dg.4DFC/9d0cbfc6-c9b2-11ed-9316-3701a74e4c12	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0d026a-c9b2-11ed-967f-e789cb30873e	dg.4DFC/9d0d026a-c9b2-11ed-967f-e789cb30873e	Not specified in data
GRCh37-lite	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0d42b6-c9b2-11ed-bb17-fbcc85efc16c	dg.4DFC/9d0d42b6-c9b2-11ed-bb17-fbcc85efc16c	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0d81a4-c9b2-11ed-a169-9f99a37e083b	dg.4DFC/9d0d81a4-c9b2-11ed-a169-9f99a37e083b	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0dc0b0-c9b2-11ed-8a19-072915bf33df	dg.4DFC/9d0dc0b0-c9b2-11ed-8a19-072915bf33df	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0e0124-c9b2-11ed-8e8b-7f795684fbd7	dg.4DFC/9d0e0124-c9b2-11ed-8e8b-7f795684fbd7	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0e417a-c9b2-11ed-bbf0-f758fb40b24a	dg.4DFC/9d0e417a-c9b2-11ed-bbf0-f758fb40b24a	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0e8252-c9b2-11ed-8b6d-4b1f2f24d085	dg.4DFC/9d0e8252-c9b2-11ed-8b6d-4b1f2f24d085	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0ec168-c9b2-11ed-bcc3-abd9b58af3af	dg.4DFC/9d0ec168-c9b2-11ed-bcc3-abd9b58af3af	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0f0088-c9b2-11ed-b5a7-7b3856bb4630	dg.4DFC/9d0f0088-c9b2-11ed-b5a7-7b3856bb4630	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0f4106-c9b2-11ed-83a7-13cdb7e98ed1	dg.4DFC/9d0f4106-c9b2-11ed-83a7-13cdb7e98ed1	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0f812a-c9b2-11ed-acb2-2b3c2f76dc2e	dg.4DFC/9d0f812a-c9b2-11ed-acb2-2b3c2f76dc2e	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d0fca2c-c9b2-11ed-a3bf-93cee795ae16	dg.4DFC/9d0fca2c-c9b2-11ed-a3bf-93cee795ae16	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d100924-c9b2-11ed-8d09-fb59a1356b7a	dg.4DFC/9d100924-c9b2-11ed-8d09-fb59a1356b7a	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d10474a-c9b2-11ed-9b53-2741c358e636	dg.4DFC/9d10474a-c9b2-11ed-9b53-2741c358e636	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d10884a-c9b2-11ed-aafc-772bd8fd4ab4	dg.4DFC/9d10884a-c9b2-11ed-aafc-772bd8fd4ab4	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d10c6ca-c9b2-11ed-9d46-57b7184151dc	dg.4DFC/9d10c6ca-c9b2-11ed-9d46-57b7184151dc	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d1106d0-c9b2-11ed-8f2c-739cf66cdfc0	dg.4DFC/9d1106d0-c9b2-11ed-8f2c-739cf66cdfc0	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d114726-c9b2-11ed-b7cd-639b4b1fd5c8	dg.4DFC/9d114726-c9b2-11ed-b7cd-639b4b1fd5c8	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d1187a4-c9b2-11ed-92a4-17796f5c42c8	dg.4DFC/9d1187a4-c9b2-11ed-92a4-17796f5c42c8	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d11c73c-c9b2-11ed-9837-176a2198912f	dg.4DFC/9d11c73c-c9b2-11ed-9837-176a2198912f	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d120652-c9b2-11ed-b4f2-eba78ebab11a	dg.4DFC/9d120652-c9b2-11ed-b4f2-eba78ebab11a	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d124a4a-c9b2-11ed-8ac8-8f30663b3a5c	dg.4DFC/9d124a4a-c9b2-11ed-8ac8-8f30663b3a5c	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d128c9e-c9b2-11ed-9c69-1f17eedb471b	dg.4DFC/9d128c9e-c9b2-11ed-9c69-1f17eedb471b	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d12cfc4-c9b2-11ed-a738-5fdf765e8523	dg.4DFC/9d12cfc4-c9b2-11ed-a738-5fdf765e8523	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d130f52-c9b2-11ed-8c12-b3bd55e81c29	dg.4DFC/9d130f52-c9b2-11ed-8c12-b3bd55e81c29	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d1355fc-c9b2-11ed-9334-eb0d638cf388	dg.4DFC/9d1355fc-c9b2-11ed-9334-eb0d638cf388	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d139648-c9b2-11ed-aad0-97ac316272bc	dg.4DFC/9d139648-c9b2-11ed-aad0-97ac316272bc	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d13d5ea-c9b2-11ed-a460-eb8db297e159	dg.4DFC/9d13d5ea-c9b2-11ed-a460-eb8db297e159	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d141a14-c9b2-11ed-a7d3-2f48b6dabced	dg.4DFC/9d141a14-c9b2-11ed-a7d3-2f48b6dabced	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d14593e-c9b2-11ed-b523-cbf9392a51c0	dg.4DFC/9d14593e-c9b2-11ed-b523-cbf9392a51c0	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d1498e0-c9b2-11ed-af28-33135d4f6caf	dg.4DFC/9d1498e0-c9b2-11ed-af28-33135d4f6caf	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d14d882-c9b2-11ed-bc61-2ff27b2954d7	dg.4DFC/9d14d882-c9b2-11ed-bc61-2ff27b2954d7	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d151770-c9b2-11ed-8bd9-27682b0a3836	dg.4DFC/9d151770-c9b2-11ed-8bd9-27682b0a3836	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d155f8c-c9b2-11ed-aa33-1bb20c501699	dg.4DFC/9d155f8c-c9b2-11ed-aa33-1bb20c501699	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d159e3e-c9b2-11ed-ba21-ff44be83b772	dg.4DFC/9d159e3e-c9b2-11ed-ba21-ff44be83b772	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d15de9e-c9b2-11ed-976f-774e478555e5	dg.4DFC/9d15de9e-c9b2-11ed-976f-774e478555e5	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d161f76-c9b2-11ed-8137-43e604e677b4	dg.4DFC/9d161f76-c9b2-11ed-8137-43e604e677b4	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d165df6-c9b2-11ed-9428-db2e8218851d	dg.4DFC/9d165df6-c9b2-11ed-9428-db2e8218851d	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d16a572-c9b2-11ed-aad6-97dfd0d5617d	dg.4DFC/9d16a572-c9b2-11ed-aad6-97dfd0d5617d	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d16e3c0-c9b2-11ed-a94a-dbbf569eb99e	dg.4DFC/9d16e3c0-c9b2-11ed-a94a-dbbf569eb99e	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d17247a-c9b2-11ed-9d6e-df27ce558f87	dg.4DFC/9d17247a-c9b2-11ed-9d6e-df27ce558f87	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d176624-c9b2-11ed-9e2e-e38b01edce52	dg.4DFC/9d176624-c9b2-11ed-9e2e-e38b01edce52	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d17a814-c9b2-11ed-87e6-cfd94fe4de6f	dg.4DFC/9d17a814-c9b2-11ed-87e6-cfd94fe4de6f	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d17e72a-c9b2-11ed-a396-33fcf009d330	dg.4DFC/9d17e72a-c9b2-11ed-a396-33fcf009d330	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d182686-c9b2-11ed-86eb-1f6b81cd2b73	dg.4DFC/9d182686-c9b2-11ed-86eb-1f6b81cd2b73	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d186772-c9b2-11ed-8838-e7889dc0eb26	dg.4DFC/9d186772-c9b2-11ed-8838-e7889dc0eb26	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d18a660-c9b2-11ed-9042-cf4c962ba636	dg.4DFC/9d18a660-c9b2-11ed-9042-cf4c962ba636	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d18e6fc-c9b2-11ed-9067-a72b7d9c65d2	dg.4DFC/9d18e6fc-c9b2-11ed-9067-a72b7d9c65d2	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d19290a-c9b2-11ed-a101-bb8b911b07d2	dg.4DFC/9d19290a-c9b2-11ed-a101-bb8b911b07d2	Not specified in data
GRCh37-lite	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d1968a2-c9b2-11ed-a870-1fdff9244a76	dg.4DFC/9d1968a2-c9b2-11ed-a870-1fdff9244a76	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d19aa42-c9b2-11ed-8356-a3ae82c88d01	dg.4DFC/9d19aa42-c9b2-11ed-8356-a3ae82c88d01	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d19e962-c9b2-11ed-913f-c3806a9556be	dg.4DFC/9d19e962-c9b2-11ed-913f-c3806a9556be	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d1a29b8-c9b2-11ed-9401-177be9450381	dg.4DFC/9d1a29b8-c9b2-11ed-9401-177be9450381	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d1a68ba-c9b2-11ed-81df-87192b229ea7	dg.4DFC/9d1a68ba-c9b2-11ed-81df-87192b229ea7	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d1aa8fc-c9b2-11ed-b80a-1fe2e1805eea	dg.4DFC/9d1aa8fc-c9b2-11ed-b80a-1fe2e1805eea	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d1aed1c-c9b2-11ed-80df-77b4fc9d25f9	dg.4DFC/9d1aed1c-c9b2-11ed-80df-77b4fc9d25f9	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d1b2ba6-c9b2-11ed-962a-abaecb311088	dg.4DFC/9d1b2ba6-c9b2-11ed-962a-abaecb311088	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d1b6c06-c9b2-11ed-aab7-3ff26ac3800a	dg.4DFC/9d1b6c06-c9b2-11ed-aab7-3ff26ac3800a	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9d1bad06-c9b2-11ed-9fd2-17f0f6e66b8b	dg.4DFC/9d1bad06-c9b2-11ed-9fd2-17f0f6e66b8b	Not specified in data
