library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
TB-000033-M1BBLL-01_WGS					GRCh37	WGS of Precursor B-Cell Acute Lymphoblastic Leukemia with hyperdiploidy Normal Sample TB-000033-M1BBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/0aa339f5-f747-4fe7-859d-eccce72fcaa8_TB-000033-M1BBLL-01_WGS	dg.4DFC/0aa339f5-f747-4fe7-859d-eccce72fcaa8
TB-000034-D1WAML-01_WES	1389576240	173697030	8.0	0.447991985	GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/d83af47b-1b1f-46a7-b6fb-c3d40dc378c5_TB-000034-D1WAML-01_WES	dg.4DFC/d83af47b-1b1f-46a7-b6fb-c3d40dc378c5
TB-000034-D1WAML-01_WES	26228251530	173697030	151.0	8.455848721	GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/ae44021e-aa4d-4aa7-b1fe-6efdf6ecef04_TB-000034-D1WAML-01_WES	dg.4DFC/ae44021e-aa4d-4aa7-b1fe-6efdf6ecef04
TB-000034-D1WAML-01_WES	26228251530	173697030	151.0	8.455848721	GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/6204af60-4d3b-462b-8c2d-f98e633ef3d5_TB-000034-D1WAML-01_WES	dg.4DFC/6204af60-4d3b-462b-8c2d-f98e633ef3d5
TB-000034-D1WAML-01_WGS	45408483383	300718433	151.0	14.6394534	GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/5bb6497c-f498-47e4-9eb2-01fd7654b8e3_TB-000034-D1WAML-01_WGS	dg.4DFC/5bb6497c-f498-47e4-9eb2-01fd7654b8e3
TB-000034-D1WAML-01_WGS	45408483383	300718433	151.0	14.6394534	GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/6a96b2b3-8206-4d9a-a6c6-d43e27cddb7d_TB-000034-D1WAML-01_WGS	dg.4DFC/6a96b2b3-8206-4d9a-a6c6-d43e27cddb7d
TB-000034-D1WAML-01_WES	45984569476	345088995	133.2542334	14.82518049	GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/22c1b5d1-458a-4704-94d7-4f0e0c2be5ce_TB-000034-D1WAML-01_WES	dg.4DFC/22c1b5d1-458a-4704-94d7-4f0e0c2be5ce
TB-000034-D1WAML-01_WGS	85031503122	566632287	150.0646982	27.41370412	GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/a6fbec68-8a2f-436b-926f-31be0eea70e3_TB-000034-D1WAML-01_WGS	dg.4DFC/a6fbec68-8a2f-436b-926f-31be0eea70e3
TB-000034-D1WAML-01_WES	45984569476	345088995	133.2542334	14.82518049	GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/f25ab2dd-6903-4f7d-93ba-cee1a7a121b2_TB-000034-D1WAML-01_WES	dg.4DFC/f25ab2dd-6903-4f7d-93ba-cee1a7a121b2
TB-000034-D1WAML-01_WGS	85031503122	566632287	150.0646982	27.41370412	GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/3e8788dd-6f4f-4aa3-867f-aa1da4f41f3f_TB-000034-D1WAML-01_WGS	dg.4DFC/3e8788dd-6f4f-4aa3-867f-aa1da4f41f3f
TB-000034-D1WAML-01_WES					GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/dac515ae-a07f-4c44-9b55-e5f77fa431c3_TB-000034-D1WAML-01_WES	dg.4DFC/dac515ae-a07f-4c44-9b55-e5f77fa431c3
TB-000034-D1WAML-01_WGS					GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/dc9aeb77-a4e3-4001-b328-4f7b2a7b4abb_TB-000034-D1WAML-01_WGS	dg.4DFC/dc9aeb77-a4e3-4001-b328-4f7b2a7b4abb
TB-000034-D1WAML-01_WES					GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/71b46a2c-96cb-406c-bb4f-86a28ec2367c_TB-000034-D1WAML-01_WES	dg.4DFC/71b46a2c-96cb-406c-bb4f-86a28ec2367c
TB-000034-D1WAML-01_WGS					GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/64e4e480-95ff-44ac-b581-7dddec445d60_TB-000034-D1WAML-01_WGS	dg.4DFC/64e4e480-95ff-44ac-b581-7dddec445d60
TB-000034-D1WAML-01_WES					GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/c9d47c4b-2df8-4355-ad92-fba6c9ca98f4_TB-000034-D1WAML-01_WES	dg.4DFC/c9d47c4b-2df8-4355-ad92-fba6c9ca98f4
TB-000034-D1WAML-01_WGS					GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/a614c5e9-3465-4ce1-93b3-50add95e98ef_TB-000034-D1WAML-01_WGS	dg.4DFC/a614c5e9-3465-4ce1-93b3-50add95e98ef
TB-000034-D1WAML-01_WES					GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/573ea596-2549-4656-b9df-94c10353395d_TB-000034-D1WAML-01_WES	dg.4DFC/573ea596-2549-4656-b9df-94c10353395d
TB-000034-D1WAML-01_WGS					GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Tumor Sample TB-000034-D1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/85167f3b-33c0-40a2-84f3-d65f0e6ec986_TB-000034-D1WAML-01_WGS	dg.4DFC/85167f3b-33c0-40a2-84f3-d65f0e6ec986
TB-000034-M1WAML-01_WES	1215829928	151978741	8.0	0.391977099	GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/b7ed40b3-55b6-42a0-bc77-f62205dbb1e7_TB-000034-M1WAML-01_WES	dg.4DFC/b7ed40b3-55b6-42a0-bc77-f62205dbb1e7
TB-000034-M1WAML-01_WES	22948789891	151978741	151.0	7.39856774	GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/c780f177-b249-430a-80a5-3c4a99207e43_TB-000034-M1WAML-01_WES	dg.4DFC/c780f177-b249-430a-80a5-3c4a99207e43
TB-000034-M1WAML-01_WES	22948789891	151978741	151.0	7.39856774	GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/52906e3f-2d60-4711-a815-243ad6c8e977_TB-000034-M1WAML-01_WES	dg.4DFC/52906e3f-2d60-4711-a815-243ad6c8e977
TB-000034-M1WAML-01_WGS	46210565032	306030232	151.0	14.89804026	GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/616fb02f-3c95-40df-89d4-cda955d14d3c_TB-000034-M1WAML-01_WGS	dg.4DFC/616fb02f-3c95-40df-89d4-cda955d14d3c
TB-000034-M1WAML-01_WGS	46210565032	306030232	151.0	14.89804026	GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/0e1768ca-c413-4f85-8b82-97ff443f4eac_TB-000034-M1WAML-01_WGS	dg.4DFC/0e1768ca-c413-4f85-8b82-97ff443f4eac
TB-000034-M1WAML-01_WES	40159054738	301789017	133.0699677	12.94706554	GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/7947337a-7b22-4ace-a05f-dca832fc672f_TB-000034-M1WAML-01_WES	dg.4DFC/7947337a-7b22-4ace-a05f-dca832fc672f
TB-000034-M1WAML-01_WGS	86793803199	578328103	150.0770977	27.98186028	GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/244198d1-ea30-408f-b4ef-ff01221d5d06_TB-000034-M1WAML-01_WGS	dg.4DFC/244198d1-ea30-408f-b4ef-ff01221d5d06
TB-000034-M1WAML-01_WES	40159054738	301789017	133.0699677	12.94706554	GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/095dba91-f8ce-4cd0-ab80-68dbebcdb9ad_TB-000034-M1WAML-01_WES	dg.4DFC/095dba91-f8ce-4cd0-ab80-68dbebcdb9ad
TB-000034-M1WAML-01_WGS	86793803199	578328103	150.0770977	27.98186028	GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/118d39de-7fb9-4fab-a3f9-badba0c76bd7_TB-000034-M1WAML-01_WGS	dg.4DFC/118d39de-7fb9-4fab-a3f9-badba0c76bd7
TB-000034-M1WAML-01_WES					GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/40359549-8d6f-4e84-a71e-d7cc6d215273_TB-000034-M1WAML-01_WES	dg.4DFC/40359549-8d6f-4e84-a71e-d7cc6d215273
TB-000034-M1WAML-01_WGS					GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/781bd4ba-94ac-4f9d-b49a-7f35cb8b26c9_TB-000034-M1WAML-01_WGS	dg.4DFC/781bd4ba-94ac-4f9d-b49a-7f35cb8b26c9
TB-000034-M1WAML-01_WES					GRCh37	WXS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/3a8335e3-f3ce-4fac-94f6-169bf28854f1_TB-000034-M1WAML-01_WES	dg.4DFC/3a8335e3-f3ce-4fac-94f6-169bf28854f1
TB-000034-M1WAML-01_WGS					GRCh37	WGS of Myeloid leukemia associated with Down Syndrome Normal Sample TB-000034-M1WAML-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/bbf3b97d-7caf-456c-afea-8b8b8e98ee03_TB-000034-M1WAML-01_WGS	dg.4DFC/bbf3b97d-7caf-456c-afea-8b8b8e98ee03
TB-000038-D1WBLL-01_RNAseq	14121469566	93519666	151.0	4.552686641	GRCh37	RNA-Seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/428fc3b9-21e0-4178-a13c-7fd36f761e66_TB-000038-D1WBLL-01_RNAseq	dg.4DFC/428fc3b9-21e0-4178-a13c-7fd36f761e66
TB-000038-D1WBLL-01_RNAseq	14121469566	93519666	151.0	4.552686641	GRCh37	RNA-Seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/9def86bb-3a12-4cb2-9dc5-161ab2dbd72b_TB-000038-D1WBLL-01_RNAseq	dg.4DFC/9def86bb-3a12-4cb2-9dc5-161ab2dbd72b
TB-000038-D1WBLL-01_WES	974917272	121864659	8.0	0.314308141	GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/ccd0fe7a-87c7-43d2-8286-9169dcdc57e9_TB-000038-D1WBLL-01_WES	dg.4DFC/ccd0fe7a-87c7-43d2-8286-9169dcdc57e9
TB-000038-D1WBLL-01_WES	18401563509	121864659	151.0	5.932566152	GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/55cc6be0-eefa-450f-aa5b-f389dc1e9477_TB-000038-D1WBLL-01_WES	dg.4DFC/55cc6be0-eefa-450f-aa5b-f389dc1e9477
TB-000038-D1WBLL-01_WES	18401563509	121864659	151.0	5.932566152	GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/d41e094b-e384-4677-9e8a-7435df216717_TB-000038-D1WBLL-01_WES	dg.4DFC/d41e094b-e384-4677-9e8a-7435df216717
TB-000038-D1WBLL-01_WGS	61623264439	408101089	151.0	19.86701253	GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/f3d14587-66f6-4d26-9c3b-9216b35d95a4_TB-000038-D1WBLL-01_WGS	dg.4DFC/f3d14587-66f6-4d26-9c3b-9216b35d95a4
TB-000038-D1WBLL-01_WGS	61623264439	408101089	151.0	19.86701253	GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/c2e19b68-fb9e-402e-bc08-ccabe3e08e72_TB-000038-D1WBLL-01_WGS	dg.4DFC/c2e19b68-fb9e-402e-bc08-ccabe3e08e72
TB-000038-D1WBLL-01_scATAC	29331456	3666432	8.0	0.00946	GRCh37	ATAC-seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/1124662b-08b1-49fe-af14-5fdde545cb11_TB-000038-D1WBLL-01_scATAC	dg.4DFC/1124662b-08b1-49fe-af14-5fdde545cb11
TB-000038-D1WBLL-01_scATAC	58662912	3666432	16.0	0.0189	GRCh37	ATAC-seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/94205411-4526-45a0-b7a4-738ffe7be3cb_TB-000038-D1WBLL-01_scATAC	dg.4DFC/94205411-4526-45a0-b7a4-738ffe7be3cb
TB-000038-D1WBLL-01_scATAC	183321600	3666432	50.0	0.0591	GRCh37	ATAC-seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/42609562-a8d5-416c-b5a7-4518e0da41af_TB-000038-D1WBLL-01_scATAC	dg.4DFC/42609562-a8d5-416c-b5a7-4518e0da41af
TB-000038-D1WBLL-01_scATAC	183321600	3666432	50.0	0.0591	GRCh37	ATAC-seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/b54ae10a-e361-46a3-8b50-f206df04bd7d_TB-000038-D1WBLL-01_scATAC	dg.4DFC/b54ae10a-e361-46a3-8b50-f206df04bd7d
TB-000038-D1WBLL-01_scATAC	29081000	3635125	8.0	0.00938	GRCh37	ATAC-seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/8069f258-9812-45e1-af0d-10e868fe7387_TB-000038-D1WBLL-01_scATAC	dg.4DFC/8069f258-9812-45e1-af0d-10e868fe7387
TB-000038-D1WBLL-01_scATAC	58162000	3635125	16.0	0.0188	GRCh37	ATAC-seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/80ff3114-ce58-4bb9-9bf5-fe533040bba4_TB-000038-D1WBLL-01_scATAC	dg.4DFC/80ff3114-ce58-4bb9-9bf5-fe533040bba4
TB-000038-D1WBLL-01_scATAC	181756250	3635125	50.0	0.0586	GRCh37	ATAC-seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/08006f12-a26c-4090-8273-86fd6a38758d_TB-000038-D1WBLL-01_scATAC	dg.4DFC/08006f12-a26c-4090-8273-86fd6a38758d
TB-000038-D1WBLL-01_scATAC	181756250	3635125	50.0	0.0586	GRCh37	ATAC-seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/db62435c-8e4f-4fff-94e8-3de6a87f9d2f_TB-000038-D1WBLL-01_scATAC	dg.4DFC/db62435c-8e4f-4fff-94e8-3de6a87f9d2f
TB-000038-D1WBLL-01_scRNA_rep1	19268968	2408621	8.0	0.00621	GRCh37	RNA-Seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/94f9cf52-f0d3-4b5c-a3c2-9879e4fda71a_TB-000038-D1WBLL-01_scRNA_rep1	dg.4DFC/94f9cf52-f0d3-4b5c-a3c2-9879e4fda71a
TB-000038-D1WBLL-01_scRNA_rep1	62624146	2408621	26.0	0.0202	GRCh37	RNA-Seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/a9f99ceb-246b-41d5-9ab8-f7810d32b91e_TB-000038-D1WBLL-01_scRNA_rep1	dg.4DFC/a9f99ceb-246b-41d5-9ab8-f7810d32b91e
TB-000038-D1WBLL-01_scRNA_rep1	231227616	2408621	96.0	0.0745	GRCh37	RNA-Seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/00a62c1a-9092-47f2-8cc2-b4b5b6713cf1_TB-000038-D1WBLL-01_scRNA_rep1	dg.4DFC/00a62c1a-9092-47f2-8cc2-b4b5b6713cf1
TB-000038-D1WBLL-01_scRNA_rep1	19480528	2435066	8.0	0.00628	GRCh37	RNA-Seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/a4b3261c-922b-4dcb-a266-317827b7fb8f_TB-000038-D1WBLL-01_scRNA_rep1	dg.4DFC/a4b3261c-922b-4dcb-a266-317827b7fb8f
TB-000038-D1WBLL-01_scRNA_rep1	63311716	2435066	26.0	0.0204	GRCh37	RNA-Seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/751dc87e-c753-4c7d-84c6-c75ca4d6c8c8_TB-000038-D1WBLL-01_scRNA_rep1	dg.4DFC/751dc87e-c753-4c7d-84c6-c75ca4d6c8c8
TB-000038-D1WBLL-01_scRNA_rep1	233766336	2435066	96.0	0.0754	GRCh37	RNA-Seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/5f06daf6-ab7a-498f-a989-90b8e47309c5_TB-000038-D1WBLL-01_scRNA_rep1	dg.4DFC/5f06daf6-ab7a-498f-a989-90b8e47309c5
TB-000038-D1WBLL-01_scRNA_rep2	68240984	8530123	8.0	0.022	GRCh37	RNA-Seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/7a428597-1b4a-4048-b1e6-a1e405b03787_TB-000038-D1WBLL-01_scRNA_rep2	dg.4DFC/7a428597-1b4a-4048-b1e6-a1e405b03787
TB-000038-D1WBLL-01_scRNA_rep2	221783198	8530123	26.0	0.0715	GRCh37	RNA-Seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/21d68cb0-d192-4be9-9131-d772da2e61b6_TB-000038-D1WBLL-01_scRNA_rep2	dg.4DFC/21d68cb0-d192-4be9-9131-d772da2e61b6
TB-000038-D1WBLL-01_scRNA_rep2	1288048573	8530123	151.0	0.415260006	GRCh37	RNA-Seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/eb3a09a4-4b90-491a-8c53-b317a89f5cfc_TB-000038-D1WBLL-01_scRNA_rep2	dg.4DFC/eb3a09a4-4b90-491a-8c53-b317a89f5cfc
TB-000038-D1WBLL-01_RNAseq	24185658177	183174070	132.0364732	7.797327494	GRCh37	RNA-Seq of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/94649e1c-84fe-4e2c-9172-f25c3fb3b0ea_TB-000038-D1WBLL-01_RNAseq	dg.4DFC/94649e1c-84fe-4e2c-9172-f25c3fb3b0ea
TB-000038-D1WBLL-01_WES	32160352283	241849071	132.9769519	10.36832644	GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/235d1ffb-9c08-4b43-8ab4-327e9df50190_TB-000038-D1WBLL-01_WES	dg.4DFC/235d1ffb-9c08-4b43-8ab4-327e9df50190
TB-000038-D1WBLL-01_WGS	116000000000	774685375	150.000769	37.46335844	GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1 Tumor Sample TB-000038-D1WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/a222c752-3560-4909-8318-ba4d089d805f_TB-000038-D1WBLL-01_WGS	dg.4DFC/a222c752-3560-4909-8318-ba4d089d805f
